send_height,epoch_harness,miner_host,balance_before_gas,sent_gas,assumed_confirm_height
34,3,m1,51.6284,47.147,35
34,3,m3,49.7838,9.5568,35
34,3,m2,49.7842,28.6705,35
36,4,m3,40.1818,7.6364,37
36,4,m2,21.0685,11.4411,37
36,4,m1,105.042,97.8899,37
49,5,m2,110.3498,65.0099,50
49,5,m3,32.8394,6.1679,50
49,5,m1,108.5079,101.1825,50
60,6,m3,27.2191,5.0438,61
60,6,m2,46.7525,26.8515,61
60,6,m1,107.584,100.3048,61
72,7,m2,119.7796,70.6678,73
72,7,m3,23.1459,4.2292,73
72,7,m1,108.7504,101.4129,73
84,8,m2,49.3454,28.4072,85
84,8,m3,118.7661,23.3532,85
84,8,m1,110.0205,102.6195,85
96,9,m3,95.3677,18.6735,97
96,9,m2,22.448,12.2688,97
96,9,m1,108.378,101.0591,97
108,10,m3,76.5872,14.9174,109
108,10,m2,111.7076,65.8246,109
108,10,m1,108.7803,101.4413,109
120,11,m3,61.829,11.9658,121
120,11,m2,45.8994,26.3396,121
120,11,m1,109.6728,102.2892,121
132,12,m3,50.246,9.6492,133
132,12,m2,119.6328,70.5797,133
132,12,m1,109.5948,102.2151,133
144,13,m3,40.5516,7.7103,145
144,13,m2,49.4361,28.4617,145
144,13,m1,109.8881,102.4937,145
156,14,m3,32.7201,6.144,157
156,14,m2,21.2454,11.5472,157
156,14,m1,109.9804,102.5814,157
168,15,m3,26.8741,4.9748,169
168,15,m2,109.6486,64.5892,169
168,15,m1,109.988,102.5886,169
180,16,m3,23.0143,4.2029,181
180,16,m2,45.2448,25.9469,181
180,16,m1,108.78,101.441,181
192,17,m3,118.8784,23.3757,193
192,17,m2,119.8763,70.7258,193
192,17,m1,109.3526,101.985,193
204,18,m3,95.3519,18.6704,205
204,18,m2,49.1679,28.3007,205
204,18,m1,110.1268,102.7205,205
216,19,m3,76.5457,14.9091,217
216,19,m2,21.046,11.4276,217
216,19,m1,109.8205,102.4295,217
228,20,m3,61.5914,11.9183,229
228,20,m2,110.0544,64.8326,229
228,20,m1,109.8964,102.5016,229
240,21,m3,49.7765,9.5553,241
240,21,m2,45.9316,26.359,241
240,21,m1,108.9282,101.5818,241
252,22,m3,40.1,7.62,253
252,22,m2,121.0326,71.4196,253
252,22,m1,109.0166,101.6658,253
264,23,m3,32.359,6.0718,265
264,23,m2,49.7718,28.6631,265
264,23,m1,109.772,102.3834,265
276,24,m3,26.1364,4.8273,277
276,24,m2,21.3923,11.6354,277
276,24,m1,109.8276,102.4362,277
288,25,m3,21.6569,3.9314,289
288,25,m2,110.7103,65.2262,289
288,25,m1,108.7072,101.3718,289
300,26,m3,117.8283,23.1657,301
300,26,m2,45.9441,26.3665,301
300,26,m1,109.3896,102.0201,301
312,27,m3,94.9124,18.5825,313
312,27,m2,120.0998,70.8599,313
312,27,m1,109.3271,101.9607,313
324,28,m3,76.5093,14.9019,325
324,28,m2,49.3695,28.4217,325
324,28,m1,109.5176,102.1417,325
336,29,m3,61.4566,11.8913,337
336,29,m2,21.676,11.8056,337
336,29,m1,109.5945,102.2148,337
