height,epoch,miner,balance,sent
67,6,m3,49.6786,9.5357
67,6,m2,51.5216,29.7130
67,6,m1,49.679,45.2951
73,7,m3,40.8735,7.7747
73,7,m2,21.7634,11.8580
73,7,m1,104.5647,97.4365
85,8,m3,33.3906,6.2781
85,8,m2,110.2142,64.9285
85,8,m1,107.648,100.3656
97,9,m3,27.6031,5.1206
97,9,m2,45.1349,25.8809
97,9,m1,107.0428,99.7907
108,10,m2,120.1596,70.8958
108,10,m3,22.6669,4.1334
108,10,m1,107.5927,100.3131
121,11,m2,49.281,28.3686
121,11,m3,118.8089,23.3618
121,11,m1,108.6438,101.3116
134,12,m2,21.1272,11.4763
134,12,m1,107.9846,100.6854
134,12,m3,96.0799,18.8160
144,13,m2,109.3523,64.4114
144,13,m3,77.7707,15.1541
144,13,m1,108.3002,100.9852
156,14,m2,44.9877,25.7926
156,14,m3,62.8572,12.1714
156,14,m1,108.5832,101.2540
168,15,m2,119.0151,70.2091
168,15,m3,50.6406,9.7281
168,15,m1,108.7638,101.4256
181,16,m2,48.8236,28.0942
181,16,m3,40.9595,7.7919
181,16,m1,108.774,101.4353
193,17,m2,20.6346,11.1808
193,17,m3,33.0168,6.2034
193,17,m1,109.0287,101.6773
205,18,m2,109.909,64.7454
205,18,m3,26.8802,4.9760
205,18,m1,108.262,100.9489
217,19,m2,45.3464,26.0078
217,19,m3,21.7534,3.9507
217,19,m1,108.7819,101.4428
229,20,m3,117.6523,23.1305
229,20,m2,20.7274,11.2364
229,20,m1,107.5917,100.3121
240,21,m3,94.7348,18.5470
240,21,m2,110.3708,65.0225
240,21,m1,107.565,100.2867
252,22,m3,76.037,14.8074
252,22,m2,45.5227,26.1136
252,22,m1,108.4761,101.1523
266,23,m3,61.2766,11.8553
266,23,m2,120.0445,70.8267
266,23,m1,108.1878,100.8784
277,24,m3,49.5997,9.5199
277,24,m2,49.1792,28.3075
277,24,m1,108.503,101.1778
288,25,m3,39.9288,7.5858
288,25,m2,21.7671,11.8603
288,25,m1,107.915,100.6193
301,26,m3,32.2216,6.0443
301,26,m2,109.5168,64.5101
301,26,m1,109.4115,102.0409
312,27,m3,26.1883,4.8377
312,27,m2,45.8789,26.3273
312,27,m1,107.8218,100.5307
324,28,m2,119.6036,70.5622
324,28,m1,108.9939,101.6442
325,28,m3,21.1998,3.8400
336,29,m3,117.2088,23.0418
336,29,m2,49.171,28.3026
336,29,m1,108.8075,101.4671
349,30,m3,94.1846,18.4369
349,30,m2,21.3714,11.6228
349,30,m1,108.4352,101.1134
360,31,m3,75.7025,14.7405
360,31,m2,109.4418,64.4651
361,31,m1,109.1108,101.7553
374,32,m3,60.7228,11.7446
374,32,m2,45.4161,26.0497
374,32,m1,108.5461,101.2188
384,33,m3,48.857,9.3714
384,33,m2,119.84,70.7040
384,33,m1,108.1315,100.8249
396,34,m3,39.5886,7.5177
396,34,m2,48.9852,28.1911
396,34,m1,108.6898,101.3553
408,35,m3,31.9495,5.9899
408,35,m2,21.5503,11.7302
408,35,m1,108.2039,100.8937
420,36,m3,25.8086,4.7617
420,36,m2,109.7137,64.6282
420,36,m1,109.1154,101.7596
432,37,m3,21.1141,3.8228
432,37,m2,45.4335,26.0601
432,37,m1,108.3332,101.0165
